 ========================================================
       E/V           P              n           eps      
    (MeV/fm3)     (MeV/fm3)      (#/fm3)    (erg/cm^3/s) 
 ========================================================
   0.37119E-01   0.50488E-04   0.39710E-04   0.00000E+00
   0.46756E-01   0.68657E-04   0.50014E-04   0.00000E+00
   0.60359E-01   0.93311E-04   0.64550E-04   0.00000E+00
   0.77973E-01   0.12689E-03   0.83310E-04   0.00000E+00
   0.95980E-01   0.16209E-03   0.10250E-03   0.00000E+00
   0.10406E+00   0.18050E-03   0.11115E-03   0.00000E+00
   0.11466E+00   0.20535E-03   0.12240E-03   0.00000E+00
   0.14781E+00   0.27918E-03   0.15780E-03   0.00000E+00
   0.18427E+00   0.36301E-03   0.19660E-03   0.00000E+00
   0.22074E+00   0.43684E-03   0.23550E-03   0.00000E+00
   0.37539E+00   0.54551E-03   0.40000E-03   0.00000E+00
   0.56320E+00   0.78705E-03   0.60000E-03   0.00000E+00
   0.82573E+00   0.10579E-02   0.87900E-03   0.00000E+00
   0.14950E+01   0.16459E-02   0.15900E-02   0.00000E+00
   0.35099E+01   0.38654E-02   0.37300E-02   0.00000E+00
   0.54329E+01   0.69094E-02   0.57700E-02   0.00000E+00
   0.83919E+01   0.13082E-01   0.89100E-02   0.00000E+00
   0.19252E+02   0.46349E-01   0.20400E-01   0.00000E+00
   0.44938E+02   0.17133E+00   0.47500E-01   0.00000E+00
   0.73158E+02   0.50075E+00   0.77210E-01   0.00000E+00
   0.73349E+02   0.50354E+00   0.77410E-01   0.00000E+00
   0.73539E+02   0.50635E+00   0.77610E-01   0.00000E+00
   0.73730E+02   0.50917E+00   0.77810E-01   0.00000E+00
   0.73921E+02   0.51200E+00   0.78010E-01   0.00000E+00
   0.74112E+02   0.51484E+00   0.78210E-01   0.00000E+00
   0.74303E+02   0.51770E+00   0.78410E-01   0.00000E+00
   0.74494E+02   0.52056E+00   0.78610E-01   0.00000E+00
   0.74684E+02   0.52344E+00   0.78810E-01   0.00000E+00
   0.74875E+02   0.52633E+00   0.79010E-01   0.00000E+00
   0.75066E+02   0.52923E+00   0.79210E-01   0.00000E+00
   0.75257E+02   0.53214E+00   0.79410E-01   0.00000E+00
   0.75448E+02   0.53507E+00   0.79610E-01   0.00000E+00
   0.75639E+02   0.53800E+00   0.79810E-01   0.00000E+00
   0.75830E+02   0.54095E+00   0.80010E-01   0.00000E+00
   0.76021E+02   0.54391E+00   0.80210E-01   0.00000E+00
   0.76212E+02   0.54689E+00   0.80410E-01   0.00000E+00
   0.76403E+02   0.54987E+00   0.80610E-01   0.00000E+00
   0.76593E+02   0.55287E+00   0.80810E-01   0.00000E+00
   0.76784E+02   0.55588E+00   0.81010E-01   0.00000E+00
   0.76975E+02   0.55891E+00   0.81210E-01   0.00000E+00
   0.77166E+02   0.56194E+00   0.81410E-01   0.00000E+00
   0.77357E+02   0.56499E+00   0.81610E-01   0.00000E+00
   0.77548E+02   0.56805E+00   0.81810E-01   0.00000E+00
   0.77739E+02   0.57113E+00   0.82010E-01   0.00000E+00
   0.77930E+02   0.57421E+00   0.82210E-01   0.00000E+00
   0.78121E+02   0.57731E+00   0.82410E-01   0.00000E+00
   0.78312E+02   0.58042E+00   0.82610E-01   0.00000E+00
   0.78503E+02   0.58355E+00   0.82810E-01   0.00000E+00
   0.78694E+02   0.58669E+00   0.83010E-01   0.00000E+00
   0.78885E+02   0.58984E+00   0.83210E-01   0.00000E+00
   0.79076E+02   0.59300E+00   0.83410E-01   0.00000E+00
   0.79267E+02   0.59618E+00   0.83610E-01   0.00000E+00
   0.79458E+02   0.59937E+00   0.83810E-01   0.00000E+00
   0.79649E+02   0.60258E+00   0.84010E-01   0.00000E+00
   0.79840E+02   0.60579E+00   0.84210E-01   0.00000E+00
   0.80031E+02   0.60903E+00   0.84410E-01   0.00000E+00
   0.80223E+02   0.61227E+00   0.84610E-01   0.00000E+00
   0.80414E+02   0.61553E+00   0.84810E-01   0.00000E+00
   0.80605E+02   0.61880E+00   0.85010E-01   0.00000E+00
   0.80796E+02   0.62209E+00   0.85210E-01   0.00000E+00
   0.80987E+02   0.62538E+00   0.85410E-01   0.00000E+00
   0.81178E+02   0.62870E+00   0.85610E-01   0.00000E+00
   0.81369E+02   0.63202E+00   0.85810E-01   0.00000E+00
   0.81560E+02   0.63536E+00   0.86010E-01   0.00000E+00
   0.81751E+02   0.63872E+00   0.86210E-01   0.00000E+00
   0.81943E+02   0.64209E+00   0.86410E-01   0.00000E+00
   0.82134E+02   0.64547E+00   0.86610E-01   0.00000E+00
   0.82325E+02   0.64887E+00   0.86810E-01   0.00000E+00
   0.82516E+02   0.65228E+00   0.87010E-01   0.00000E+00
   0.82707E+02   0.65570E+00   0.87210E-01   0.00000E+00
   0.82898E+02   0.65914E+00   0.87410E-01   0.00000E+00
   0.83090E+02   0.66259E+00   0.87610E-01   0.00000E+00
   0.83281E+02   0.66606E+00   0.87810E-01   0.00000E+00
   0.83472E+02   0.66954E+00   0.88010E-01   0.00000E+00
   0.83663E+02   0.67304E+00   0.88210E-01   0.00000E+00
   0.83854E+02   0.67655E+00   0.88410E-01   0.00000E+00
   0.84046E+02   0.68008E+00   0.88610E-01   0.00000E+00
   0.84237E+02   0.68362E+00   0.88810E-01   0.00000E+00
   0.84428E+02   0.68717E+00   0.89010E-01   0.00000E+00
   0.84619E+02   0.69074E+00   0.89210E-01   0.00000E+00
   0.84811E+02   0.69433E+00   0.89410E-01   0.00000E+00
   0.85002E+02   0.69793E+00   0.89610E-01   0.00000E+00
   0.85193E+02   0.70155E+00   0.89810E-01   0.00000E+00
   0.85384E+02   0.70518E+00   0.90010E-01   0.00000E+00
   0.85576E+02   0.70883E+00   0.90210E-01   0.00000E+00
   0.85767E+02   0.71249E+00   0.90410E-01   0.00000E+00
   0.85958E+02   0.71617E+00   0.90610E-01   0.00000E+00
   0.86150E+02   0.71986E+00   0.90810E-01   0.00000E+00
   0.86341E+02   0.72357E+00   0.91010E-01   0.00000E+00
   0.86532E+02   0.72729E+00   0.91210E-01   0.00000E+00
   0.86724E+02   0.73103E+00   0.91410E-01   0.00000E+00
   0.86915E+02   0.73479E+00   0.91610E-01   0.00000E+00
   0.87106E+02   0.73856E+00   0.91810E-01   0.00000E+00
   0.87298E+02   0.74235E+00   0.92010E-01   0.00000E+00
   0.87489E+02   0.74615E+00   0.92210E-01   0.00000E+00
   0.87680E+02   0.74997E+00   0.92410E-01   0.00000E+00
   0.87872E+02   0.75381E+00   0.92610E-01   0.00000E+00
   0.88063E+02   0.75766E+00   0.92810E-01   0.00000E+00
   0.88255E+02   0.76153E+00   0.93010E-01   0.00000E+00
   0.88446E+02   0.76542E+00   0.93210E-01   0.00000E+00
   0.88637E+02   0.76932E+00   0.93410E-01   0.00000E+00
   0.88829E+02   0.77324E+00   0.93610E-01   0.00000E+00
   0.89020E+02   0.77718E+00   0.93810E-01   0.00000E+00
   0.89212E+02   0.78113E+00   0.94010E-01   0.00000E+00
   0.89403E+02   0.78510E+00   0.94210E-01   0.00000E+00
   0.89595E+02   0.78908E+00   0.94410E-01   0.00000E+00
   0.89786E+02   0.79309E+00   0.94610E-01   0.00000E+00
   0.89978E+02   0.79711E+00   0.94810E-01   0.00000E+00
   0.90169E+02   0.80114E+00   0.95010E-01   0.00000E+00
   0.90361E+02   0.80520E+00   0.95210E-01   0.00000E+00
   0.90552E+02   0.80927E+00   0.95410E-01   0.00000E+00
   0.90744E+02   0.81336E+00   0.95610E-01   0.00000E+00
   0.90935E+02   0.81747E+00   0.95810E-01   0.00000E+00
   0.91127E+02   0.82159E+00   0.96010E-01   0.00000E+00
   0.91318E+02   0.82573E+00   0.96210E-01   0.00000E+00
   0.91510E+02   0.82989E+00   0.96410E-01   0.00000E+00
   0.91701E+02   0.83407E+00   0.96610E-01   0.00000E+00
   0.91893E+02   0.83826E+00   0.96810E-01   0.00000E+00
   0.92085E+02   0.84247E+00   0.97010E-01   0.00000E+00
   0.92276E+02   0.84670E+00   0.97210E-01   0.00000E+00
   0.92468E+02   0.85095E+00   0.97410E-01   0.00000E+00
   0.92659E+02   0.85522E+00   0.97610E-01   0.00000E+00
   0.92851E+02   0.85950E+00   0.97810E-01   0.00000E+00
   0.93043E+02   0.86380E+00   0.98010E-01   0.00000E+00
   0.93234E+02   0.86812E+00   0.98210E-01   0.00000E+00
   0.93426E+02   0.87246E+00   0.98410E-01   0.00000E+00
   0.93617E+02   0.87682E+00   0.98610E-01   0.00000E+00
   0.93809E+02   0.88119E+00   0.98810E-01   0.00000E+00
   0.94001E+02   0.88559E+00   0.99010E-01   0.00000E+00
   0.94192E+02   0.89000E+00   0.99210E-01   0.00000E+00
   0.94384E+02   0.89443E+00   0.99410E-01   0.00000E+00
   0.94576E+02   0.89888E+00   0.99610E-01   0.00000E+00
   0.94768E+02   0.90335E+00   0.99810E-01   0.00000E+00
   0.94959E+02   0.90784E+00   0.10001E+00   0.00000E+00
   0.95151E+02   0.91234E+00   0.10021E+00   0.00000E+00
   0.95343E+02   0.91687E+00   0.10041E+00   0.00000E+00
   0.95534E+02   0.92141E+00   0.10061E+00   0.00000E+00
   0.95726E+02   0.92598E+00   0.10081E+00   0.00000E+00
   0.95918E+02   0.93056E+00   0.10101E+00   0.00000E+00
   0.96110E+02   0.93516E+00   0.10121E+00   0.00000E+00
   0.96302E+02   0.93978E+00   0.10141E+00   0.00000E+00
   0.96493E+02   0.94442E+00   0.10161E+00   0.00000E+00
   0.96685E+02   0.94908E+00   0.10181E+00   0.00000E+00
   0.96877E+02   0.95376E+00   0.10201E+00   0.00000E+00
   0.97069E+02   0.95846E+00   0.10221E+00   0.00000E+00
   0.97261E+02   0.96318E+00   0.10241E+00   0.00000E+00
   0.97452E+02   0.96792E+00   0.10261E+00   0.00000E+00
   0.97644E+02   0.97268E+00   0.10281E+00   0.00000E+00
   0.97836E+02   0.97745E+00   0.10301E+00   0.00000E+00
   0.98028E+02   0.98225E+00   0.10321E+00   0.00000E+00
   0.98220E+02   0.98706E+00   0.10341E+00   0.00000E+00
   0.98412E+02   0.99190E+00   0.10361E+00   0.00000E+00
   0.98603E+02   0.99675E+00   0.10381E+00   0.00000E+00
   0.98795E+02   0.10016E+01   0.10401E+00   0.00000E+00
   0.98987E+02   0.10065E+01   0.10421E+00   0.00000E+00
   0.99179E+02   0.10114E+01   0.10441E+00   0.00000E+00
   0.99371E+02   0.10164E+01   0.10461E+00   0.00000E+00
   0.99563E+02   0.10213E+01   0.10481E+00   0.00000E+00
   0.99755E+02   0.10263E+01   0.10501E+00   0.00000E+00
   0.99947E+02   0.10313E+01   0.10521E+00   0.00000E+00
   0.10014E+03   0.10363E+01   0.10541E+00   0.00000E+00
   0.10033E+03   0.10413E+01   0.10561E+00   0.00000E+00
   0.10052E+03   0.10463E+01   0.10581E+00   0.00000E+00
   0.10071E+03   0.10514E+01   0.10601E+00   0.00000E+00
   0.10091E+03   0.10565E+01   0.10621E+00   0.00000E+00
   0.10110E+03   0.10616E+01   0.10641E+00   0.00000E+00
   0.10129E+03   0.10667E+01   0.10661E+00   0.00000E+00
   0.10148E+03   0.10718E+01   0.10681E+00   0.00000E+00
   0.10167E+03   0.10770E+01   0.10701E+00   0.00000E+00
   0.10187E+03   0.10822E+01   0.10721E+00   0.00000E+00
   0.10206E+03   0.10874E+01   0.10741E+00   0.00000E+00
   0.10225E+03   0.10926E+01   0.10761E+00   0.00000E+00
   0.10244E+03   0.10978E+01   0.10781E+00   0.00000E+00
   0.10264E+03   0.11031E+01   0.10801E+00   0.00000E+00
   0.10283E+03   0.11083E+01   0.10821E+00   0.00000E+00
   0.10302E+03   0.11136E+01   0.10841E+00   0.00000E+00
   0.10321E+03   0.11190E+01   0.10861E+00   0.00000E+00
   0.10340E+03   0.11243E+01   0.10881E+00   0.00000E+00
   0.10360E+03   0.11297E+01   0.10901E+00   0.00000E+00
   0.10379E+03   0.11350E+01   0.10921E+00   0.00000E+00
   0.10398E+03   0.11404E+01   0.10941E+00   0.00000E+00
   0.10417E+03   0.11459E+01   0.10961E+00   0.00000E+00
   0.10436E+03   0.11513E+01   0.10981E+00   0.00000E+00
   0.10456E+03   0.11568E+01   0.11001E+00   0.00000E+00
   0.10475E+03   0.11623E+01   0.11021E+00   0.00000E+00
   0.10494E+03   0.11678E+01   0.11041E+00   0.00000E+00
   0.10513E+03   0.11733E+01   0.11061E+00   0.00000E+00
   0.10533E+03   0.11788E+01   0.11081E+00   0.00000E+00
   0.10552E+03   0.11844E+01   0.11101E+00   0.00000E+00
   0.10571E+03   0.11900E+01   0.11121E+00   0.00000E+00
   0.10590E+03   0.11955E+01   0.11141E+00   0.00000E+00
   0.10609E+03   0.12011E+01   0.11161E+00   0.00000E+00
   0.10629E+03   0.12067E+01   0.11181E+00   0.00000E+00
   0.10648E+03   0.12123E+01   0.11201E+00   0.00000E+00
   0.10667E+03   0.12180E+01   0.11221E+00   0.00000E+00
   0.10686E+03   0.12236E+01   0.11241E+00   0.00000E+00
   0.10706E+03   0.12293E+01   0.11261E+00   0.00000E+00
   0.10725E+03   0.12350E+01   0.11281E+00   0.00000E+00
   0.10744E+03   0.12407E+01   0.11301E+00   0.00000E+00
   0.10763E+03   0.12464E+01   0.11321E+00   0.00000E+00
   0.10783E+03   0.12522E+01   0.11341E+00   0.00000E+00
   0.10802E+03   0.12579E+01   0.11361E+00   0.00000E+00
   0.10821E+03   0.12637E+01   0.11381E+00   0.00000E+00
   0.10840E+03   0.12695E+01   0.11401E+00   0.00000E+00
   0.10859E+03   0.12753E+01   0.11421E+00   0.00000E+00
   0.10879E+03   0.12812E+01   0.11441E+00   0.00000E+00
   0.10898E+03   0.12870E+01   0.11461E+00   0.00000E+00
   0.10917E+03   0.12929E+01   0.11481E+00   0.00000E+00
   0.10936E+03   0.12988E+01   0.11501E+00   0.00000E+00
   0.10956E+03   0.13047E+01   0.11521E+00   0.00000E+00
   0.10975E+03   0.13107E+01   0.11541E+00   0.00000E+00
   0.10994E+03   0.13166E+01   0.11561E+00   0.00000E+00
   0.11013E+03   0.13226E+01   0.11581E+00   0.00000E+00
   0.11033E+03   0.13286E+01   0.11601E+00   0.00000E+00
   0.11052E+03   0.13346E+01   0.11621E+00   0.00000E+00
   0.11071E+03   0.13407E+01   0.11641E+00   0.00000E+00
   0.11090E+03   0.13467E+01   0.11661E+00   0.00000E+00
   0.11110E+03   0.13528E+01   0.11681E+00   0.00000E+00
   0.11129E+03   0.13589E+01   0.11701E+00   0.00000E+00
   0.11148E+03   0.13650E+01   0.11721E+00   0.00000E+00
   0.11167E+03   0.13712E+01   0.11741E+00   0.00000E+00
   0.11187E+03   0.13774E+01   0.11761E+00   0.00000E+00
   0.11206E+03   0.13836E+01   0.11781E+00   0.00000E+00
   0.11225E+03   0.13898E+01   0.11801E+00   0.00000E+00
   0.11244E+03   0.13960E+01   0.11821E+00   0.00000E+00
   0.11264E+03   0.14023E+01   0.11841E+00   0.00000E+00
   0.11283E+03   0.14085E+01   0.11861E+00   0.00000E+00
   0.11302E+03   0.14148E+01   0.11881E+00   0.00000E+00
   0.11322E+03   0.14212E+01   0.11901E+00   0.00000E+00
   0.11341E+03   0.14275E+01   0.11921E+00   0.00000E+00
   0.11360E+03   0.14339E+01   0.11941E+00   0.00000E+00
   0.11379E+03   0.14403E+01   0.11961E+00   0.00000E+00
   0.11399E+03   0.14467E+01   0.11981E+00   0.00000E+00
   0.11418E+03   0.14531E+01   0.12001E+00   0.00000E+00
   0.11437E+03   0.14596E+01   0.12021E+00   0.00000E+00
   0.11456E+03   0.14660E+01   0.12041E+00   0.00000E+00
   0.11476E+03   0.14726E+01   0.12061E+00   0.00000E+00
   0.11495E+03   0.14791E+01   0.12081E+00   0.00000E+00
   0.11514E+03   0.14856E+01   0.12101E+00   0.00000E+00
   0.11534E+03   0.14922E+01   0.12121E+00   0.00000E+00
   0.11553E+03   0.14988E+01   0.12141E+00   0.00000E+00
   0.11572E+03   0.15054E+01   0.12161E+00   0.00000E+00
   0.11591E+03   0.15121E+01   0.12181E+00   0.00000E+00
   0.11611E+03   0.15187E+01   0.12201E+00   0.00000E+00
   0.11630E+03   0.15254E+01   0.12221E+00   0.00000E+00
   0.11649E+03   0.15321E+01   0.12241E+00   0.00000E+00
   0.11668E+03   0.15389E+01   0.12261E+00   0.00000E+00
   0.11688E+03   0.15456E+01   0.12281E+00   0.00000E+00
   0.11707E+03   0.15524E+01   0.12301E+00   0.00000E+00
   0.11726E+03   0.15592E+01   0.12321E+00   0.00000E+00
   0.11746E+03   0.15661E+01   0.12341E+00   0.00000E+00
   0.11765E+03   0.15729E+01   0.12361E+00   0.00000E+00
   0.11784E+03   0.15798E+01   0.12381E+00   0.00000E+00
   0.11804E+03   0.15867E+01   0.12401E+00   0.00000E+00
   0.11823E+03   0.15936E+01   0.12421E+00   0.00000E+00
   0.11842E+03   0.16006E+01   0.12441E+00   0.00000E+00
   0.11861E+03   0.16076E+01   0.12461E+00   0.00000E+00
   0.11881E+03   0.16146E+01   0.12481E+00   0.00000E+00
   0.11900E+03   0.16216E+01   0.12501E+00   0.00000E+00
   0.11919E+03   0.16287E+01   0.12521E+00   0.00000E+00
   0.11939E+03   0.16358E+01   0.12541E+00   0.00000E+00
   0.11958E+03   0.16429E+01   0.12561E+00   0.00000E+00
   0.11977E+03   0.16500E+01   0.12581E+00   0.00000E+00
   0.11996E+03   0.16572E+01   0.12601E+00   0.00000E+00
   0.12016E+03   0.16643E+01   0.12621E+00   0.00000E+00
   0.12035E+03   0.16716E+01   0.12641E+00   0.00000E+00
   0.12054E+03   0.16788E+01   0.12661E+00   0.00000E+00
   0.12074E+03   0.16861E+01   0.12681E+00   0.00000E+00
   0.12093E+03   0.16933E+01   0.12701E+00   0.00000E+00
   0.12112E+03   0.17007E+01   0.12721E+00   0.00000E+00
   0.12132E+03   0.17080E+01   0.12741E+00   0.00000E+00
   0.12151E+03   0.17154E+01   0.12761E+00   0.00000E+00
   0.12170E+03   0.17228E+01   0.12781E+00   0.00000E+00
   0.12190E+03   0.17302E+01   0.12801E+00   0.00000E+00
   0.12209E+03   0.17376E+01   0.12821E+00   0.00000E+00
   0.12228E+03   0.17451E+01   0.12841E+00   0.00000E+00
   0.12248E+03   0.17526E+01   0.12861E+00   0.00000E+00
   0.12267E+03   0.17601E+01   0.12881E+00   0.00000E+00
   0.12286E+03   0.17677E+01   0.12901E+00   0.00000E+00
   0.12305E+03   0.17752E+01   0.12921E+00   0.00000E+00
   0.12325E+03   0.17829E+01   0.12941E+00   0.00000E+00
   0.12344E+03   0.17905E+01   0.12961E+00   0.00000E+00
   0.12363E+03   0.17981E+01   0.12981E+00   0.00000E+00
   0.12383E+03   0.18058E+01   0.13001E+00   0.00000E+00
   0.12402E+03   0.18136E+01   0.13021E+00   0.00000E+00
   0.12421E+03   0.18213E+01   0.13041E+00   0.00000E+00
   0.12441E+03   0.18291E+01   0.13061E+00   0.00000E+00
   0.12460E+03   0.18369E+01   0.13081E+00   0.00000E+00
   0.12479E+03   0.18447E+01   0.13101E+00   0.00000E+00
   0.12499E+03   0.18525E+01   0.13121E+00   0.00000E+00
   0.12518E+03   0.18604E+01   0.13141E+00   0.00000E+00
   0.12537E+03   0.18683E+01   0.13161E+00   0.00000E+00
   0.12557E+03   0.18763E+01   0.13181E+00   0.00000E+00
   0.12576E+03   0.18842E+01   0.13201E+00   0.00000E+00
   0.12595E+03   0.18922E+01   0.13221E+00   0.00000E+00
   0.12615E+03   0.19003E+01   0.13241E+00   0.00000E+00
   0.12634E+03   0.19083E+01   0.13261E+00   0.00000E+00
   0.12653E+03   0.19164E+01   0.13281E+00   0.00000E+00
   0.12673E+03   0.19245E+01   0.13301E+00   0.00000E+00
   0.12692E+03   0.19326E+01   0.13321E+00   0.00000E+00
   0.12712E+03   0.19408E+01   0.13341E+00   0.00000E+00
   0.12731E+03   0.19490E+01   0.13361E+00   0.00000E+00
   0.12750E+03   0.19572E+01   0.13381E+00   0.00000E+00
   0.12770E+03   0.19655E+01   0.13401E+00   0.00000E+00
   0.12789E+03   0.19738E+01   0.13421E+00   0.00000E+00
   0.12808E+03   0.19821E+01   0.13441E+00   0.00000E+00
   0.12828E+03   0.19904E+01   0.13461E+00   0.00000E+00
   0.12847E+03   0.19988E+01   0.13481E+00   0.00000E+00
   0.12866E+03   0.20072E+01   0.13501E+00   0.00000E+00
   0.12886E+03   0.20156E+01   0.13521E+00   0.00000E+00
   0.12905E+03   0.20241E+01   0.13541E+00   0.00000E+00
   0.12924E+03   0.20326E+01   0.13561E+00   0.00000E+00
   0.12944E+03   0.20411E+01   0.13581E+00   0.00000E+00
   0.12963E+03   0.20496E+01   0.13601E+00   0.00000E+00
   0.12982E+03   0.20582E+01   0.13621E+00   0.00000E+00
   0.13002E+03   0.20668E+01   0.13641E+00   0.00000E+00
   0.13021E+03   0.20755E+01   0.13661E+00   0.00000E+00
   0.13041E+03   0.20841E+01   0.13681E+00   0.00000E+00
   0.13060E+03   0.20928E+01   0.13701E+00   0.00000E+00
   0.13079E+03   0.21015E+01   0.13721E+00   0.00000E+00
   0.13099E+03   0.21103E+01   0.13741E+00   0.00000E+00
   0.13118E+03   0.21191E+01   0.13761E+00   0.00000E+00
   0.13137E+03   0.21279E+01   0.13781E+00   0.00000E+00
   0.13157E+03   0.21367E+01   0.13801E+00   0.00000E+00
   0.13176E+03   0.21456E+01   0.13821E+00   0.00000E+00
   0.13196E+03   0.21545E+01   0.13841E+00   0.00000E+00
   0.13215E+03   0.21635E+01   0.13861E+00   0.00000E+00
   0.13234E+03   0.21724E+01   0.13881E+00   0.00000E+00
   0.13254E+03   0.21814E+01   0.13901E+00   0.00000E+00
   0.13273E+03   0.21905E+01   0.13921E+00   0.00000E+00
   0.13292E+03   0.21995E+01   0.13941E+00   0.00000E+00
   0.13312E+03   0.22086E+01   0.13961E+00   0.00000E+00
   0.13331E+03   0.22178E+01   0.13981E+00   0.00000E+00
   0.13351E+03   0.22269E+01   0.14001E+00   0.00000E+00
   0.13370E+03   0.22361E+01   0.14021E+00   0.00000E+00
   0.13389E+03   0.22453E+01   0.14041E+00   0.00000E+00
   0.13409E+03   0.22546E+01   0.14061E+00   0.00000E+00
   0.13428E+03   0.22638E+01   0.14081E+00   0.00000E+00
   0.13448E+03   0.22732E+01   0.14101E+00   0.00000E+00
   0.13467E+03   0.22825E+01   0.14121E+00   0.00000E+00
   0.13486E+03   0.22919E+01   0.14141E+00   0.00000E+00
   0.13506E+03   0.23013E+01   0.14161E+00   0.00000E+00
   0.13525E+03   0.23107E+01   0.14181E+00   0.00000E+00
   0.13545E+03   0.23202E+01   0.14201E+00   0.00000E+00
   0.13564E+03   0.23297E+01   0.14221E+00   0.00000E+00
   0.13583E+03   0.23392E+01   0.14241E+00   0.00000E+00
   0.13603E+03   0.23488E+01   0.14261E+00   0.00000E+00
   0.13622E+03   0.23584E+01   0.14281E+00   0.00000E+00
   0.13642E+03   0.23680E+01   0.14301E+00   0.00000E+00
   0.13661E+03   0.23777E+01   0.14321E+00   0.00000E+00
   0.13680E+03   0.23874E+01   0.14341E+00   0.00000E+00
   0.13700E+03   0.23971E+01   0.14361E+00   0.00000E+00
   0.13719E+03   0.24068E+01   0.14381E+00   0.00000E+00
   0.13739E+03   0.24166E+01   0.14401E+00   0.00000E+00
   0.13758E+03   0.24265E+01   0.14421E+00   0.00000E+00
   0.13778E+03   0.24363E+01   0.14441E+00   0.00000E+00
   0.13797E+03   0.24462E+01   0.14461E+00   0.00000E+00
   0.13816E+03   0.24561E+01   0.14481E+00   0.00000E+00
   0.13836E+03   0.24661E+01   0.14501E+00   0.00000E+00
   0.13855E+03   0.24761E+01   0.14521E+00   0.00000E+00
   0.13875E+03   0.24861E+01   0.14541E+00   0.00000E+00
   0.13894E+03   0.24961E+01   0.14561E+00   0.00000E+00
   0.13913E+03   0.25062E+01   0.14581E+00   0.00000E+00
   0.13933E+03   0.25164E+01   0.14601E+00   0.00000E+00
   0.13952E+03   0.25265E+01   0.14621E+00   0.00000E+00
   0.13972E+03   0.25367E+01   0.14641E+00   0.00000E+00
   0.13991E+03   0.25469E+01   0.14661E+00   0.00000E+00
   0.14011E+03   0.25572E+01   0.14681E+00   0.00000E+00
   0.14030E+03   0.25674E+01   0.14701E+00   0.00000E+00
   0.14050E+03   0.25778E+01   0.14721E+00   0.00000E+00
   0.14069E+03   0.25881E+01   0.14741E+00   0.00000E+00
   0.14088E+03   0.25985E+01   0.14761E+00   0.00000E+00
   0.14108E+03   0.26089E+01   0.14781E+00   0.00000E+00
   0.14127E+03   0.26194E+01   0.14801E+00   0.00000E+00
   0.14147E+03   0.26299E+01   0.14821E+00   0.00000E+00
   0.14166E+03   0.26404E+01   0.14841E+00   0.00000E+00
   0.14186E+03   0.26510E+01   0.14861E+00   0.00000E+00
   0.14205E+03   0.26615E+01   0.14881E+00   0.00000E+00
   0.14225E+03   0.26722E+01   0.14901E+00   0.00000E+00
